Customer ID,Purchase Date,Monetary,Quantity,Age,Gender,Returns,Churn,Frequency,Recency,R_Score,F_Score,M_Score,RFM Score,Cluster,Customer Segment
52,2023-06-23 12:01:15,24033,36,58,Male,2.0,0,10,85,3,2,2,322,2,Loyal
53,2023-03-27 03:10:54,13735,13,23,Female,1.0,0,6,173,2,1,1,211,0,At Risk
54,2023-05-16 10:49:14,32814,23,28,Female,4.0,0,10,123,2,2,3,223,3,Regular
55,2023-05-12 00:26:14,27698,25,35,Male,4.0,0,10,127,2,2,3,223,3,Regular
56,2023-05-03 10:39:24,31730,32,51,Female,5.0,0,12,136,2,3,3,233,2,Loyal
57,2022-10-25 00:48:54,23740,21,31,Female,3.0,0,8,326,1,1,2,112,0,At Risk
58,2023-04-10 01:16:13,17171,28,59,Male,5.0,0,9,159,2,2,1,221,2,Loyal
59,2023-08-19 07:49:55,43856,34,39,Female,1.0,1,13,28,4,4,4,444,1,High Value
60,2023-06-01 17:20:28,37268,32,24,Male,5.0,0,13,106,2,4,4,244,1,High Value
61,2023-06-17 23:07:32,21802,31,33,Male,4.0,1,10,90,3,2,2,322,3,Regular
62,2023-01-10 17:02:50,24339,27,19,Female,5.0,1,8,248,1,1,2,112,3,Regular
63,2022-09-15 06:29:25,24739,25,23,Male,4.0,1,8,366,1,1,2,112,0,At Risk
64,2023-04-07 20:51:33,11590,20,38,Male,1.0,0,5,161,2,1,1,211,0,At Risk
65,2023-07-09 00:52:19,27248,31,32,Male,6.0,1,12,69,3,3,3,333,3,Regular
66,2023-07-28 00:34:28,29464,28,53,Female,5.0,0,11,50,3,3,3,333,2,Loyal
67,2023-09-14 20:31:38,32154,36,62,Female,4.0,0,12,1,4,3,3,433,2,Loyal
68,2022-07-18 20:15:27,35034,33,48,Male,5.0,1,11,424,1,3,4,134,2,Loyal
69,2023-01-31 03:29:57,23500,27,22,Male,1.0,0,9,228,1,2,2,122,3,Regular
70,2023-09-08 00:55:23,40413,52,38,Male,5.0,1,16,8,4,4,4,444,1,High Value
71,2023-07-15 06:41:08,32087,26,43,Female,1.0,1,9,63,3,2,3,323,3,Regular
72,2023-06-01 10:09:10,21400,37,25,Male,5.0,0,10,107,2,2,2,222,3,Regular
73,2023-07-07 11:09:31,25267,28,68,Male,3.0,0,8,71,3,1,2,312,2,Loyal
74,2023-05-05 09:19:43,15843,30,59,Male,1.0,1,8,134,2,1,1,211,2,Loyal
75,2023-05-12 07:46:31,16678,26,65,Male,3.0,0,8,127,2,1,1,211,2,Loyal
76,2023-06-03 13:29:53,14057,20,40,Male,2.0,0,6,104,2,1,1,211,3,Regular
77,2023-02-18 22:30:33,16220,17,58,Male,2.0,1,7,209,1,1,1,111,0,At Risk
78,2023-04-11 11:31:56,24640,31,51,Female,5.0,1,9,158,2,2,2,222,2,Loyal
79,2023-08-13 17:42:12,16404,31,43,Female,4.0,0,9,33,4,2,1,421,3,Regular
80,2022-09-28 23:05:49,26262,45,34,Female,5.0,1,13,352,1,4,2,142,1,High Value
81,2022-10-01 18:43:58,38819,40,42,Male,3.0,1,13,349,1,4,4,144,1,High Value
82,2023-08-03 14:54:29,32523,29,21,Female,6.0,0,11,43,3,3,3,333,3,Regular
83,2023-04-08 08:35:43,24156,38,24,Female,6.0,0,12,161,2,3,2,232,3,Regular
84,2023-07-06 00:14:08,5803,15,49,Male,0.0,1,5,72,3,1,1,311,0,At Risk
85,2023-01-03 06:03:04,29993,47,27,Female,5.0,0,13,256,1,4,3,143,1,High Value
86,2023-07-03 16:20:09,28649,38,21,Male,2.0,0,12,74,3,3,3,333,3,Regular
87,2023-01-13 09:59:21,12537,16,46,Female,2.0,1,4,246,1,1,1,111,0,At Risk
88,2022-10-02 13:34:10,16891,21,33,Male,2.0,0,7,348,1,1,1,111,0,At Risk
89,2023-09-11 19:10:40,28446,45,24,Male,4.0,1,13,4,4,4,3,443,1,High Value
90,2023-09-12 20:46:02,29497,31,27,Female,3.0,1,11,3,4,3,3,433,3,Regular
91,2023-09-14 09:47:37,33598,41,54,Male,6.0,0,13,2,4,4,4,444,1,High Value
92,2023-07-01 20:20:14,25786,23,58,Female,4.0,0,8,76,3,1,2,312,2,Loyal
93,2022-11-19 20:06:37,16199,22,51,Male,3.0,0,7,300,1,1,1,111,0,At Risk
94,2023-07-02 22:24:26,31124,40,38,Male,4.0,1,12,75,3,3,3,333,1,High Value
95,2023-09-07 12:20:16,24845,24,63,Male,3.0,0,11,9,4,3,2,432,2,Loyal
96,2023-09-12 12:04:36,44398,38,25,Female,5.0,0,13,4,4,4,4,444,1,High Value
97,2023-03-25 02:05:20,19072,27,33,Female,1.0,1,8,175,2,1,1,211,3,Regular
98,2023-04-02 11:00:09,34870,38,55,Female,3.0,1,12,167,2,3,4,234,1,High Value
99,2023-06-24 22:44:46,39075,37,34,Male,2.0,0,13,83,3,4,4,344,1,High Value
100,2023-08-22 13:43:02,29125,34,20,Female,7.0,0,11,24,4,3,3,433,3,Regular
101,2023-05-14 23:30:37,36292,38,58,Male,4.0,1,13,124,2,4,4,244,1,High Value
102,2021-11-09 14:22:51,9459,13,18,Female,3.0,1,6,675,1,1,1,111,0,At Risk
103,2023-06-17 07:39:34,39365,41,59,Male,7.0,0,13,91,3,4,4,344,1,High Value
104,2022-03-21 01:17:38,22588,29,31,Male,7.0,0,8,544,1,1,2,112,0,At Risk
105,2023-06-18 06:01:09,21812,27,30,Male,3.0,1,9,90,3,2,2,322,3,Regular
106,2023-09-08 10:18:56,33501,31,24,Male,3.0,0,9,8,4,2,4,424,3,Regular
107,2023-01-10 14:47:02,20049,28,44,Male,5.0,0,9,248,1,2,1,121,3,Regular
108,2023-09-05 22:41:08,51383,51,53,Male,2.0,0,17,10,4,4,4,444,1,High Value
109,2023-07-20 18:45:16,32296,34,60,Female,4.0,0,10,57,3,2,3,323,2,Loyal
110,2023-01-01 21:29:13,23580,28,42,Male,3.0,0,9,257,1,2,2,122,3,Regular
111,2022-10-26 22:28:57,26058,29,57,Female,5.0,1,10,324,1,2,2,122,2,Loyal
112,2022-10-11 23:54:15,14048,27,67,Female,3.0,0,8,339,1,1,1,111,0,At Risk
113,2023-06-18 00:13:58,26404,35,39,Female,7.0,0,11,90,3,3,2,332,3,Regular
114,2022-10-17 03:58:19,23309,18,27,Male,4.0,0,9,334,1,2,2,122,0,At Risk
115,2023-02-27 15:06:17,24216,46,21,Male,5.0,0,12,200,1,3,2,132,3,Regular
116,2023-08-08 21:55:39,26801,18,55,Female,3.0,0,9,38,4,2,3,423,2,Loyal
117,2023-08-16 03:26:28,37442,39,49,Male,7.0,0,10,31,4,2,4,424,1,High Value
118,2023-06-16 06:15:16,36581,47,65,Male,4.0,0,13,92,3,4,4,344,1,High Value
119,2023-08-26 21:01:48,39313,52,49,Male,5.0,0,13,20,4,4,4,444,1,High Value
120,2022-12-29 10:47:27,22774,35,29,Female,3.0,0,10,261,1,2,2,122,3,Regular
121,2022-05-03 13:31:04,25568,20,28,Male,6.0,0,9,500,1,2,2,122,0,At Risk
122,2023-04-25 04:41:37,34268,36,18,Male,7.0,0,12,144,2,3,4,234,3,Regular
123,2023-08-18 04:30:37,35709,36,64,Male,8.0,0,13,29,4,4,4,444,1,High Value
124,2023-08-12 07:10:04,9763,12,44,Female,2.0,1,4,35,4,1,1,411,0,At Risk
125,2023-08-08 01:56:41,22205,16,46,Female,1.0,1,8,39,4,1,2,412,2,Loyal
126,2022-12-29 20:16:23,20276,20,40,Female,4.0,0,5,260,1,1,1,111,0,At Risk
127,2022-11-04 04:44:50,13210,11,62,Male,1.0,0,4,316,1,1,1,111,0,At Risk
128,2023-05-01 17:44:39,24729,31,67,Male,4.0,0,10,137,2,2,2,222,2,Loyal
129,2023-03-05 09:28:41,27738,35,60,Female,5.0,1,12,195,1,3,3,133,2,Loyal
130,2023-08-01 17:58:44,33503,25,37,Female,3.0,0,9,45,3,2,4,324,3,Regular
131,2023-04-18 12:27:01,35611,37,63,Male,5.0,1,12,150,2,3,4,234,1,High Value
132,2023-01-11 20:35:15,26283,35,22,Male,3.0,0,9,247,1,2,2,122,3,Regular
133,2023-09-06 21:13:33,35314,30,61,Male,4.0,1,11,9,4,3,4,434,2,Loyal
134,2023-03-11 18:49:45,20737,25,69,Male,1.0,1,8,188,2,1,2,212,2,Loyal
135,2023-02-20 06:24:10,32327,42,35,Female,4.0,0,13,208,1,4,3,143,1,High Value
136,2022-09-09 05:59:05,46239,56,25,Female,4.0,0,16,372,1,4,4,144,1,High Value
137,2023-02-15 01:27:33,33714,31,66,Male,3.0,0,11,213,1,3,4,134,2,Loyal
138,2023-05-12 18:18:05,11109,16,19,Male,5.0,1,5,126,2,1,1,211,3,Regular
139,2023-07-08 19:30:08,20772,32,21,Female,4.0,1,10,69,3,2,2,322,3,Regular
140,2023-07-14 01:07:26,22544,24,55,Male,2.0,0,7,64,3,1,2,312,2,Loyal
141,2023-08-24 12:47:01,38071,44,41,Male,4.0,0,13,22,4,4,4,444,1,High Value
142,2023-05-31 04:18:31,14619,19,43,Female,4.0,0,5,108,2,1,1,211,0,At Risk
143,2023-05-13 03:48:18,50557,57,50,Female,8.0,0,18,126,2,4,4,244,1,High Value
144,2023-07-23 17:20:52,30760,28,40,Female,4.0,0,11,54,3,3,3,333,3,Regular
145,2023-08-09 21:31:23,55982,62,48,Male,10.0,0,19,37,4,4,4,444,1,High Value
146,2022-12-05 03:48:15,24248,19,23,Female,3.0,1,6,285,1,1,2,112,0,At Risk
147,2023-04-20 13:33:25,25288,34,49,Male,1.0,0,10,148,2,2,2,222,2,Loyal
148,2023-07-02 06:22:10,22097,28,24,Female,2.0,1,8,76,3,1,2,312,3,Regular
149,2023-02-23 21:48:31,35846,48,40,Male,5.0,0,12,204,1,3,4,134,1,High Value
150,2023-08-23 01:47:29,14517,17,68,Male,2.0,0,5,24,4,1,1,411,2,Loyal
151,2023-07-09 15:35:07,25261,38,49,Female,3.0,1,13,68,3,4,2,342,1,High Value
152,2023-07-21 17:44:16,24565,24,47,Male,3.0,1,8,56,3,1,2,312,2,Loyal
153,2023-01-12 14:32:18,25021,25,53,Female,5.0,0,10,246,1,2,2,122,2,Loyal
154,2023-09-05 08:45:04,56547,57,56,Male,10.0,0,20,11,4,4,4,444,1,High Value
155,2023-08-16 08:18:47,30062,34,70,Male,5.0,0,11,31,4,3,3,433,2,Loyal
156,2023-08-08 21:00:39,39589,43,60,Male,6.0,0,14,38,4,4,4,444,1,High Value
157,2023-08-06 00:47:45,29976,39,31,Male,1.0,0,11,41,3,3,3,333,3,Regular
158,2023-05-08 13:32:53,24266,25,70,Female,4.0,1,9,130,2,2,2,222,2,Loyal
159,2023-08-06 18:35:12,17244,24,35,Male,3.0,0,7,40,4,1,1,411,3,Regular
160,2023-06-26 19:06:55,24210,16,41,Male,2.0,0,6,81,3,1,2,312,3,Regular
161,2023-07-18 23:58:15,27552,32,69,Female,3.0,1,11,59,3,3,3,333,2,Loyal
162,2023-04-22 14:19:52,28400,27,55,Male,2.0,1,9,146,2,2,3,223,2,Loyal
163,2023-02-13 08:19:44,24751,26,21,Female,2.0,0,9,215,1,2,2,122,3,Regular
164,2023-07-21 20:05:13,37879,29,69,Male,5.0,1,12,56,3,3,4,334,2,Loyal
165,2023-03-28 07:26:28,21425,25,26,Male,4.0,0,9,172,2,2,2,222,3,Regular
166,2023-01-16 06:11:23,36933,40,28,Male,3.0,0,12,243,1,3,4,134,1,High Value
167,2023-08-21 23:22:36,30655,33,57,Female,5.0,0,11,25,4,3,3,433,2,Loyal
168,2023-02-15 15:50:52,14442,24,49,Female,1.0,1,7,212,1,1,1,111,0,At Risk
169,2023-03-21 08:50:31,19671,37,21,Male,5.0,0,11,179,2,3,1,231,3,Regular
170,2023-08-01 12:45:57,29811,32,40,Female,5.0,0,10,45,3,2,3,323,3,Regular
171,2022-11-06 07:53:13,15198,15,61,Male,3.0,1,5,314,1,1,1,111,0,At Risk
172,2023-08-31 07:22:31,23716,29,41,Female,1.0,1,13,16,4,4,2,442,3,Regular
173,2023-06-01 11:05:25,29341,20,66,Female,4.0,1,10,107,2,2,3,223,2,Loyal
174,2023-08-05 09:47:32,22157,27,39,Female,5.0,0,9,42,3,2,2,322,3,Regular
175,2023-08-23 12:06:03,36039,38,31,Female,7.0,0,14,24,4,4,4,444,1,High Value
176,2023-08-28 17:57:02,23492,32,30,Female,7.0,1,11,18,4,3,2,432,3,Regular
177,2023-06-14 05:57:08,21385,22,27,Male,4.0,0,7,94,3,1,2,312,3,Regular
178,2023-04-17 02:14:45,31850,38,35,Female,5.0,0,14,152,2,4,3,243,1,High Value
179,2023-09-03 18:53:34,41589,36,29,Male,3.0,0,11,12,4,3,4,434,1,High Value
180,2023-07-15 06:25:25,17883,16,55,Male,3.0,1,6,63,3,1,1,311,2,Loyal
181,2023-01-19 09:42:09,16394,14,60,Female,2.0,0,6,240,1,1,1,111,0,At Risk
182,2023-08-11 11:36:35,34092,38,51,Male,8.0,1,12,36,4,3,4,434,1,High Value
183,2023-03-14 11:06:39,23823,31,23,Female,7.0,0,12,186,2,3,2,232,3,Regular
184,2023-06-07 03:30:20,46167,38,43,Male,6.0,0,16,101,2,4,4,244,1,High Value
185,2023-09-02 21:49:09,42896,40,19,Female,7.0,1,14,13,4,4,4,444,1,High Value
186,2023-01-09 01:21:45,30827,26,32,Male,4.0,1,10,250,1,2,3,123,3,Regular
187,2023-06-02 12:25:11,12909,21,39,Male,1.0,0,6,105,2,1,1,211,3,Regular
188,2023-08-20 00:48:31,21802,27,32,Female,3.0,1,9,27,4,2,2,422,3,Regular
189,2023-01-01 04:59:22,17089,16,69,Male,2.0,0,5,258,1,1,1,111,0,At Risk
190,2023-03-18 01:43:47,26079,30,47,Male,4.0,0,8,182,2,1,2,212,2,Loyal
191,2023-05-12 18:36:36,11522,18,32,Male,1.0,1,5,126,2,1,1,211,0,At Risk
192,2023-08-01 15:01:08,44676,37,70,Male,4.0,1,12,45,3,3,4,334,1,High Value
193,2023-06-22 22:15:36,15246,17,26,Female,3.0,1,7,85,3,1,1,311,3,Regular
194,2023-08-24 19:15:25,24302,30,63,Female,5.0,0,11,22,4,3,2,432,2,Loyal
195,2023-03-29 08:51:46,30094,33,59,Female,2.0,1,10,171,2,2,3,223,2,Loyal
196,2022-06-29 16:28:51,26007,23,18,Female,7.0,0,10,443,1,2,2,122,0,At Risk
197,2023-03-15 21:50:40,27317,20,19,Female,4.0,0,9,184,2,2,3,223,3,Regular
198,2023-09-04 20:59:38,29174,39,55,Female,6.0,0,11,11,4,3,3,433,2,Loyal
199,2023-08-24 20:36:49,28881,27,24,Female,5.0,1,11,22,4,3,3,433,3,Regular
200,2023-07-08 16:21:02,28556,40,56,Male,3.0,1,11,69,3,3,3,333,2,Loyal
201,2023-08-31 05:58:12,12307,16,38,Male,0.0,0,5,16,4,1,1,411,3,Regular
202,2023-03-27 10:47:52,26588,40,49,Female,5.0,0,11,173,2,3,3,233,2,Loyal
203,2023-04-13 20:58:11,24060,38,36,Female,4.0,0,10,155,2,2,2,222,3,Regular
204,2023-06-29 06:12:34,36855,41,56,Male,10.0,0,16,79,3,4,4,344,1,High Value
205,2023-04-19 23:27:17,31034,46,60,Male,5.0,0,14,149,2,4,3,243,1,High Value
206,2023-08-11 04:59:32,51216,44,25,Male,9.0,1,15,36,4,4,4,444,1,High Value
207,2023-02-12 16:00:57,29284,30,46,Male,4.0,0,10,215,1,2,3,123,2,Loyal
208,2022-10-23 21:00:20,33686,28,38,Male,4.0,1,13,327,1,4,4,144,3,Regular
209,2023-09-07 18:48:45,26897,30,66,Male,5.0,0,11,8,4,3,3,433,2,Loyal
210,2023-08-25 17:19:50,29866,24,37,Female,3.0,0,10,21,4,2,3,423,3,Regular
211,2023-05-04 19:43:18,27764,44,19,Male,7.0,0,14,134,2,4,3,243,1,High Value
212,2023-06-18 00:10:03,24856,27,50,Male,2.0,0,9,90,3,2,2,322,2,Loyal
213,2022-11-16 04:21:24,15001,28,64,Female,7.0,0,8,304,1,1,1,111,0,At Risk
214,2023-06-25 02:24:07,32212,30,42,Female,4.0,0,9,83,3,2,3,323,3,Regular
215,2023-07-18 04:14:15,17476,22,64,Male,2.0,0,7,60,3,1,1,311,2,Loyal
216,2023-09-05 14:21:10,52913,52,47,Male,4.0,0,16,10,4,4,4,444,1,High Value
217,2023-05-18 15:46:13,29750,32,25,Female,4.0,1,12,120,2,3,3,233,3,Regular
218,2023-03-14 23:58:56,32171,38,45,Male,5.0,0,11,185,2,3,3,233,1,High Value
219,2023-08-26 22:35:04,20079,18,52,Male,5.0,0,10,20,4,2,1,421,2,Loyal
220,2023-02-17 22:26:10,15300,25,68,Female,3.0,1,8,210,1,1,1,111,2,Loyal
221,2022-12-29 15:37:18,23646,12,18,Female,1.0,1,7,260,1,1,2,112,0,At Risk
222,2023-04-27 11:57:33,12657,16,31,Female,2.0,0,5,142,2,1,1,211,0,At Risk
223,2023-08-17 14:20:14,22728,37,67,Female,1.0,0,11,29,4,3,2,432,2,Loyal
224,2023-07-01 15:51:50,24507,20,65,Female,3.0,1,9,76,3,2,2,322,2,Loyal
225,2023-09-11 07:56:52,34653,39,50,Female,4.0,0,12,5,4,3,4,434,1,High Value
226,2023-08-03 12:39:28,20711,15,56,Female,4.0,0,7,43,3,1,2,312,2,Loyal
227,2023-04-30 22:15:55,25382,31,23,Female,6.0,0,9,138,2,2,2,222,3,Regular
228,2023-05-08 08:36:23,11566,16,60,Male,0.0,0,5,131,2,1,1,211,0,At Risk
229,2022-11-26 01:36:01,26814,32,26,Female,6.0,1,10,294,1,2,3,123,3,Regular
230,2023-08-01 06:13:40,33181,28,31,Female,10.0,0,13,46,3,4,3,343,3,Regular
231,2023-08-22 17:56:30,29621,25,35,Male,2.0,0,10,24,4,2,3,423,3,Regular
232,2022-11-28 17:49:19,31913,26,47,Male,4.0,1,8,291,1,1,3,113,2,Loyal
233,2022-08-26 18:17:41,24311,25,51,Female,3.0,0,9,385,1,2,2,122,0,At Risk
234,2023-08-15 11:14:53,15072,25,48,Female,3.0,0,8,32,4,1,1,411,2,Loyal
235,2022-09-01 23:11:11,30854,27,53,Male,3.0,1,9,379,1,2,3,123,0,At Risk
236,2023-06-17 19:09:23,40130,46,27,Male,4.0,0,17,90,3,4,4,344,1,High Value
237,2022-08-16 05:39:15,33344,38,54,Female,6.0,1,13,396,1,4,3,143,1,High Value
238,2023-08-17 21:51:29,37496,41,52,Male,4.0,1,12,29,4,3,4,434,1,High Value
239,2023-09-13 22:47:45,36690,42,57,Female,7.0,0,16,2,4,4,4,444,1,High Value
240,2023-06-18 19:17:18,34515,38,29,Female,4.0,0,11,89,3,3,4,334,1,High Value
241,2023-09-13 00:47:58,12003,20,41,Female,4.0,0,6,3,4,1,1,411,3,Regular
242,2023-04-06 01:32:28,23167,24,57,Male,6.0,1,9,163,2,2,2,222,2,Loyal
243,2023-08-28 10:45:57,38795,43,47,Female,7.0,1,14,19,4,4,4,444,1,High Value
244,2022-11-14 05:19:25,20197,36,51,Female,3.0,0,9,306,1,2,1,121,2,Loyal
245,2022-10-28 23:09:09,24224,27,47,Male,4.0,1,8,322,1,1,2,112,0,At Risk
246,2023-05-22 11:20:07,27961,24,57,Male,4.0,0,10,117,2,2,3,223,2,Loyal
247,2022-07-03 21:12:13,12125,24,20,Female,4.0,0,8,439,1,1,1,111,0,At Risk
248,2023-08-13 02:19:53,34020,38,51,Female,3.0,0,10,34,4,2,4,424,2,Loyal
249,2023-02-25 19:10:34,40388,28,62,Female,7.0,0,11,202,1,3,4,134,2,Loyal
250,2023-06-09 01:56:52,38250,41,43,Male,5.0,1,13,99,2,4,4,244,1,High Value
251,2023-08-08 23:11:43,33409,27,68,Male,6.0,1,11,38,4,3,3,433,2,Loyal
252,2022-03-13 22:53:04,24881,30,28,Male,3.0,0,10,551,1,2,2,122,0,At Risk
253,2023-07-29 18:30:36,47623,47,23,Female,11.0,1,15,48,3,4,4,344,1,High Value
254,2023-05-09 22:05:11,15072,20,64,Male,2.0,1,6,129,2,1,1,211,2,Loyal
255,2023-07-23 14:16:40,33772,38,61,Female,8.0,0,15,54,3,4,4,344,1,High Value
256,2023-04-30 11:36:04,20315,21,57,Male,4.0,1,7,139,2,1,1,211,2,Loyal
257,2023-01-09 19:30:33,34758,45,49,Male,6.0,1,12,249,1,3,4,134,1,High Value
258,2023-07-05 23:25:40,27261,26,32,Female,2.0,1,8,72,3,1,3,313,3,Regular
259,2023-03-08 05:41:13,19219,10,70,Male,3.0,1,5,192,1,1,1,111,0,At Risk
260,2023-06-19 02:11:02,26359,43,41,Male,5.0,0,13,89,3,4,2,342,1,High Value
261,2023-07-25 14:25:48,36784,41,49,Male,5.0,1,13,52,3,4,4,344,1,High Value
262,2023-04-27 16:41:57,33492,31,70,Female,6.0,0,12,141,2,3,3,233,2,Loyal
263,2023-07-05 18:40:37,34571,39,38,Male,6.0,1,13,72,3,4,4,344,1,High Value
264,2023-06-07 03:07:49,41526,39,69,Female,2.0,1,13,101,2,4,4,244,1,High Value
265,2023-07-30 02:53:13,40595,44,53,Female,6.0,0,14,48,3,4,4,344,1,High Value
266,2023-08-05 20:11:05,21929,36,31,Male,6.0,0,11,41,3,3,2,332,3,Regular
267,2023-08-19 09:05:22,29709,28,64,Female,2.0,1,8,28,4,1,3,413,2,Loyal
268,2022-12-09 14:37:08,16055,24,57,Male,2.0,0,6,280,1,1,1,111,0,At Risk
269,2023-03-14 14:36:16,25479,30,57,Female,1.0,1,9,185,2,2,2,222,2,Loyal
270,2023-09-09 04:22:20,37457,31,68,Female,6.0,1,11,7,4,3,4,434,2,Loyal
271,2023-07-19 20:11:45,25867,21,54,Male,3.0,1,7,58,3,1,2,312,2,Loyal
272,2022-03-22 09:03:29,30843,32,26,Male,5.0,0,12,543,1,3,3,133,0,At Risk
273,2023-04-15 16:26:07,41062,46,68,Female,7.0,0,15,153,2,4,4,244,1,High Value
274,2023-08-28 22:51:37,34349,38,26,Female,4.0,0,11,18,4,3,4,434,1,High Value
275,2023-08-17 11:50:58,31779,36,70,Female,1.0,1,13,30,4,4,3,443,2,Loyal
276,2023-06-18 18:06:14,26596,35,28,Female,5.0,0,12,89,3,3,3,333,3,Regular
277,2023-04-26 12:50:37,26879,29,28,Male,4.0,0,11,142,2,3,3,233,3,Regular
278,2023-09-08 17:40:47,32188,24,18,Female,4.0,0,11,7,4,3,3,433,3,Regular
279,2023-04-06 02:46:07,14271,25,34,Female,2.0,1,7,163,2,1,1,211,3,Regular
